Reaction id	Reaction name	stoichiometry	Genes
rxn00119_c0	ATP:UMP phosphotransferase	cpd00002_c0 + cpd00067_c0 + cpd00091_c0 <=> cpd00008_c0 + cpd00014_c0	6666666.653812.peg.4132;6666666.653812.peg.4071;6666666.653812.peg.803;
rxn09345_c0	Undecaprenyl diphosphate synthase	8.0 cpd00113_c0 + cpd00350_c0 <=> 8.0 cpd00012_c0 + 8.0 cpd00067_c0 + cpd02229_c0	666666.653812.peg.4134;
rxn01304_c0	Succinyl-CoA:L-homoserine O-succinyltransferase	cpd00078_c0 + cpd00227_c0 --> cpd00010_c0 + cpd00822_c0	6666666.653812.peg.4674;
rxn09692_c0	Choline transport protein	cpd00067_e0 + cpd00098_e0 --> cpd00067_c0 + cpd00098_c0	6666666.653812.peg.3128;
rxn03904_c0	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine:undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase	cpd00286_c0 + cpd02968_c0 <=> cpd00091_c0 + cpd03494_c0	6666666.653812.peg.604;
rxn07842_c0	2-Isopentenyl-diphosphate:ADP delta2-isopentenyltransferase	cpd00008_c0 + cpd00202_c0 <=> cpd00012_c0 + cpd00067_c0 + cpd15131_c0	6666666.653812.peg.558;
rxn10199_c0	Peptidoglycan subunit synthesis	cpd03495_c0 + cpd15666_c0 <=> cpd02229_c0 + cpd15665_c0	
rxn01985_c0	Deoxyinosine:orthophosphate ribosyltransferase	cpd00009_c0 + cpd03279_c0 <=> cpd00226_c0 + cpd00509_c0	6666666.653812.peg.538;
rxn00193_c0	glutamate racemase	cpd00023_c0 <=> cpd00186_c0	6666666.653812.peg.407;6666666.653812.peg.4111;
rxn05197_c0	Uracil permease	cpd00067_e0 + cpd00092_e0 --> cpd00067_c0 + cpd00092_c0	6666666.653812.peg.697;6666666.653812.peg.4519;6666666.653812.peg.1145;
rxn03004_c0	10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase	cpd00201_c0 + cpd02394_c0 <=> cpd00067_c0 + cpd00087_c0 + cpd02678_c0	6666666.653812.peg.4062;
rxn06729_c0	(R)-3-Hydroxytetradecanoly-[acyl-carrier-protein]:UDP-N-acetyl-glucosamine 3-O-(3-hydroxytetradecanoyl)transferase	cpd00037_c0 + cpd00067_c0 + cpd11484_c0 --> cpd02886_c0 + cpd11493_c0	6666666.653812.peg.4042;
rxn02015_c0	Taurocholate amidohydrolase	cpd00001_c0 + cpd03047_c0 <=> cpd00210_c0 + cpd00526_c0	6666666.653812.peg.593;6666666.653812.peg.1859;
rxn00347_c0	L-Aspartate ammonia-lyase	cpd00041_c0 <=> cpd00013_c0 + cpd00106_c0	6666666.653812.peg.1127;6666666.653812.peg.968;
rxn02167_c0	(S)-3-Hydroxybutanoyl-CoA hydro-lyase	cpd00842_c0 <=> cpd00001_c0 + cpd00650_c0	6666666.653812.peg.203;
rxn01858_c0	Deoxyadenosine aminohydrolase	cpd00001_c0 + cpd00067_c0 + cpd00438_c0 --> cpd00013_c0 + cpd03279_c0	6666666.653812.peg.2276;
rxn00897_c0	N-acetyl-D-glucosamine 2-epimerase	cpd00122_c0 <=> cpd00492_c0	6666666.653812.peg.698;
rxn09104_c0	phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)	cpd00001_c0 + cpd15545_c0 --> cpd00009_c0 + cpd00067_c0 + cpd15538_c0	6666666.653812.peg.3782;
rxn09207_c0	Phosphatidylserine syntase (n-C14:1)	cpd00054_c0 + cpd15422_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15554_c0	6666666.653812.peg.4873;
rxn00239_c0	ATP:GMP phosphotransferase	cpd00002_c0 + cpd00067_c0 + cpd00126_c0 <=> cpd00008_c0 + cpd00031_c0	6666666.653812.peg.4071;
rxn02465_c0	N-acetyl-L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphrylating)	cpd00005_c0 + cpd00067_c0 + cpd02552_c0 --> cpd00006_c0 + cpd00009_c0 + cpd00918_c0	6666666.653812.peg.1693;
rxn01791_c0	(R)-Pantoate:beta-alanine ligase (AMP-forming)	cpd00002_c0 + cpd00085_c0 + cpd00408_c0 <=> cpd00012_c0 + cpd00018_c0 + 2.0 cpd00067_c0 + cpd00644_c0	6666666.653812.peg.1696;
rxn02507_c0	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing)	cpd00067_c0 + cpd00956_c0 --> cpd00001_c0 + cpd00011_c0 + cpd02210_c0	6666666.653812.peg.2193;
rxn10268_c0	isopentadecanoyl-Phosphatidylglycerophosphate phosphohydrolase	cpd00001_c0 + cpd15719_c0 --> cpd00009_c0 + cpd00067_c0 + cpd15725_c0	6666666.653812.peg.3782;
rxn00542_c0	(S)-lactate acetaldehyde-lyase (formate-forming)	cpd00159_c0 <=> cpd00047_c0 + cpd00071_c0	6666666.653812.peg.4032;
rxn01964_c0	L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming]	cpd00054_c0 + cpd02210_c0 --> cpd00001_c0 + cpd00065_c0 + cpd00102_c0	6666666.653812.peg.3924;6666666.653812.peg.341;6666666.653812.peg.3942;
rxn02341_c0	N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase	cpd00067_c0 + cpd02666_c0 --> cpd00011_c0 + cpd00834_c0	6666666.653812.peg.1638;6666666.653812.peg.4100;
rxn00224_c0	protoheme ferro-lyase (protoporphyrin-forming)	cpd01476_c0 + cpd10515_c0 <=> cpd00028_c0 + 2.0 cpd00067_c0	6666666.653812.peg.2652;
rxn08307_c0	CDP-diacylglycerol synthetase (n-C14:0)	cpd00052_c0 + cpd15522_c0 <=> cpd00012_c0 + cpd00067_c0 + cpd15423_c0	6666666.653812.peg.3020;6666666.653812.peg.4135;
rxn03246_c0	(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase	cpd00003_c0 + cpd03120_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd03121_c0	6666666.653812.peg.203;
rxn02144_c0	4-carboxymethylbut-3-en-4-olide enol-lactonohydrolase	cpd00001_c0 + cpd02255_c0 --> cpd00067_c0 + cpd00630_c0	6666666.653812.peg.3599;6666666.653812.peg.1221;6666666.653812.peg.237;
rxn00604_c0	D-glucose-6-phosphate:NADP+ 1-oxidoreductase	cpd00006_c0 + cpd00079_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00911_c0	6666666.653812.peg.2000;
rxn09208_c0	Phosphatidylserine syntase (n-C16:0)	cpd00054_c0 + cpd15419_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15555_c0	6666666.653812.peg.4873;
rxn05305_c0	L-lysine transport out via proton antiport reversible	cpd00039_c0 + cpd00067_e0 --> cpd00039_e0 + cpd00067_c0	6666666.653812.peg.3740;6666666.653812.peg.1503;6666666.653812.peg.1866;6666666.653812.peg.1469;6666666.653812.peg.2888;
rxn01603_c0	7,8-dihydropteroate:L-glutamate ligase (ADP-forming)	cpd00002_c0 + cpd00023_c0 + cpd00683_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00330_c0	6666666.653812.peg.2035;
rxn00686_c0	5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase	cpd00006_c0 + cpd00087_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00330_c0	6666666.653812.peg.4532;
rxn05456_c0	14-methyl-pentadecanoyl-ACP:[acyl-carrier-protein] transferase	cpd00010_c0 + 2.0 cpd00067_c0 + cpd11569_c0 <=> cpd11441_c0 + cpd11493_c0	6666666.653812.peg.1812;
rxn00689_c0	Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	cpd00002_c0 + cpd00023_c0 + cpd00087_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd06227_c0	6666666.653812.peg.2035;
rxn05289_c0	NADPH:oxidized-thioredoxin oxidoreductase	cpd00005_c0 + cpd00067_c0 + cpd11420_c0 <=> cpd00006_c0 + cpd11421_c0	6666666.653812.peg.2263;6666666.653812.peg.1368;6666666.653812.peg.3215;6666666.653812.peg.1464;6666666.653812.peg.1465;
rxn05343_c0	Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	cpd11470_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11487_c0 + cpd11493_c0	6666666.653812.peg.1685;6666666.653812.peg.2989;6666666.653812.peg.1904;
rxn05425_c0	10-methyl-undecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	cpd11492_c0 + cpd11561_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11562_c0	6666666.653812.peg.2989;6666666.653812.peg.1904;
rxn00330_c0	acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	cpd00001_c0 + cpd00022_c0 + cpd00040_c0 --> cpd00010_c0 + cpd00067_c0 + cpd00130_c0	6666666.653812.peg.1403;
rxn03445_c0	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase	cpd00024_c0 + cpd03607_c0 <=> cpd00023_c0 + cpd03606_c0	6666666.653812.peg.836;
rxn11663_c0	4-(phosphonooxy)threonine:NAD oxidoreductase	cpd00003_c0 + cpd03607_c0 <=> cpd00004_c0 + cpd00011_c0 + cpd08449_c0	6666666.653812.peg.922;
rxn00293_c0	UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase	cpd00062_c0 + cpd02611_c0 <=> cpd00012_c0 + cpd00037_c0	6666666.653812.peg.634;
rxn00839_c0	ATP:dADP phosphotransferase	cpd00002_c0 + cpd00177_c0 <=> cpd00008_c0 + cpd00115_c0	6666666.653812.peg.1788;
rxn05442_c0	11-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	cpd00004_c0 + cpd00067_c0 + cpd11535_c0 --> cpd00003_c0 + cpd11536_c0	
rxn01117_c0	D-arabinose-5-phosphate aldose-ketose-isomerase	cpd00171_c0 --> cpd00817_c0	6666666.653812.peg.2678;
rxn05440_c0	7-methyl-trans-oct-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	cpd00004_c0 + cpd00067_c0 + cpd11527_c0 --> cpd00003_c0 + cpd11528_c0	
rxn05381_c0	14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	cpd11517_c0 --> cpd00001_c0 + cpd11518_c0	
rxn03439_c0	CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase	cpd02546_c0 + cpd03585_c0 --> cpd00046_c0 + cpd00067_c0 + cpd03586_c0	6666666.653812.peg.2147;6666666.653812.peg.2640;
rxn03918_c0	ATP:D-glycero-beta-D-manno-heptose 7-phosphate 1-phosphotransferase	cpd00002_c0 + cpd04918_c0 --> cpd00008_c0 + cpd00067_c0 + cpd08316_c0	
rxn09225_c0	rhamnosyltransferase I (LPS core biosynthesis)	4.0 cpd00067_c0 + cpd02113_c0 + cpd15492_c0 --> cpd00297_c0 + cpd15489_c0	
rxn05386_c0	5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase	cpd11522_c0 --> cpd00001_c0 + cpd11523_c0	
rxn05380_c0	14-methyl-3-oxo-hexa-decanoyl-ACP:NADP+ oxidoreductase	cpd00005_c0 + cpd00067_c0 + cpd11516_c0 --> cpd00006_c0 + cpd11517_c0	
rxn05372_c0	10-methyl-3-oxo-dodecanoyl-ACP:NADP+ oxidoreductase	cpd00005_c0 + cpd00067_c0 + cpd11508_c0 --> cpd00006_c0 + cpd11509_c0	
rxn05255_c0	folate transport via proton simport	cpd00067_e0 + cpd00393_e0 --> cpd00067_c0 + cpd00393_c0	
rxn05397_c0	11-methyl-3-oxo-dodecanoyl-ACP:NADP+ oxidoreductase	cpd00005_c0 + cpd00067_c0 + cpd11533_c0 --> cpd00006_c0 + cpd11534_c0	
rxn05365_c0	6-methyl-3-hydroxy-octanoyl-ACP hydro-lyase	cpd11501_c0 --> cpd00001_c0 + cpd11502_c0	
rxn08619_c0	glucosyltransferase II (LPS core synthesis)	cpd00026_c0 + cpd15469_c0 --> cpd00014_c0 + cpd15475_c0	
rxn09436_c0	fatty-acyl-ACP synthase (n-C14:0ACP), mitochondrial	cpd00001_c0 + 2.0 cpd00006_c0 + cpd00011_c0 + cpd11466_c0 + cpd11493_c0 --> 2.0 cpd00005_c0 + 2.0 cpd00067_c0 + cpd11468_c0 + cpd11492_c0	
rxn08709_c0	LPS heptose kinase II (LPS core synthesis)	cpd00002_c0 + cpd15488_c0 --> cpd00008_c0 + cpd00067_c0 + cpd15550_c0	
rxn03919_c0	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphohydrolase	cpd00001_c0 + cpd08316_c0 --> cpd00009_c0 + cpd04920_c0	
rxn03164_c0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase(ADP-forming)	cpd00002_c0 + cpd00731_c0 + cpd02964_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02968_c0	6666666.653812.peg.603;
rxn04139_c0	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone ,NADPH2:oxygen oxidoreductase	cpd00005_c0 + cpd00007_c0 + cpd00067_c0 + cpd03448_c0 --> cpd00001_c0 + cpd00006_c0 + cpd03449_c0	6666666.653812.peg.2750;6666666.653812.peg.4261;6666666.653812.peg.2769;6666666.653812.peg.5189;6666666.653812.peg.3734;6666666.653812.peg.5308;
rxn05514_c0	calcium transport in/out via proton antiporter	cpd00063_e0 + cpd00067_c0 <=> cpd00063_c0 + cpd00067_e0	
rxn05436_c0	10-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	cpd00004_c0 + cpd00067_c0 + cpd11510_c0 --> cpd00003_c0 + cpd11511_c0	
rxn12224_c0	2-octaprenyl-6-methoxyphenol hydroxylase	cpd00007_c0 + cpd03446_c0 --> cpd00001_c0 + cpd03447_c0	
rxn05441_c0	9-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	cpd00004_c0 + cpd00067_c0 + cpd11531_c0 --> cpd00003_c0 + cpd11532_c0	
rxn08954_c0	3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis)	cpd02546_c0 + cpd15550_c0 --> cpd00046_c0 + cpd00067_c0 + cpd15492_c0	
rxn02476_c0	Phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase	cpd00061_c0 + cpd02030_c0 --> cpd00009_c0 + cpd00932_c0	6666666.653812.peg.2282;
rxn10214_c0	isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	cpd11432_c0 + cpd15671_c0 --> cpd00010_c0 + cpd00067_c0 + cpd15677_c0	6666666.653812.peg.3021;6666666.653812.peg.4682;
rxn08618_c0	glucosyltransferase I (LPS core synthesis)	cpd00026_c0 + cpd15489_c0 --> cpd00014_c0 + 4.0 cpd00067_c0 + cpd15479_c0	
rxn05401_c0	13-methyl-3-oxo-tetra-decanoyl-ACP:NADP+ oxidoreductase	cpd00005_c0 + cpd00067_c0 + cpd11537_c0 --> cpd00006_c0 + cpd11538_c0	
rxn05342_c0	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	cpd00005_c0 + cpd11491_c0 --> cpd00006_c0 + cpd11484_c0	6666666.653812.peg.1811;
rxn02008_c0	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming)	cpd00002_c0 + cpd00186_c0 + cpd00890_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00525_c0	666666.653812.peg.605;
rxn03397_c0	UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase	cpd00017_c0 + cpd03447_c0 --> cpd00019_c0 + cpd00067_c0 + cpd03448_c0	6666666.653812.peg.4686;6666666.653812.peg.3072;
rxn08583_c0	galactosyltransferase I (LPS core synthesis)	cpd00026_c0 + cpd15479_c0 --> cpd00014_c0 + cpd15469_c0	
rxn10215_c0	anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	cpd11434_c0 + cpd15672_c0 --> cpd00010_c0 + cpd00067_c0 + cpd15678_c0	6666666.653812.peg.3021;6666666.653812.peg.4682;
rxn10473_c0	TRANS-RXN-139.ce	cpd00099_e0 --> cpd00099_c0	
rxn05443_c0	13-methyl-trans-tetra-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)	cpd00004_c0 + cpd00067_c0 + cpd11539_c0 --> cpd00003_c0 + cpd11540_c0	
rxn05373_c0	10-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase	cpd11509_c0 --> cpd00001_c0 + cpd11510_c0	
EX_cpd00106_e0	EX_Fumarate_e0	cpd00106_e0 --> 	
EX_cpd00036_e0	EX_Succinate_e0	cpd00036_e0 --> 	
EX_cpd04097_e0	EX_Pb_e0	cpd04097_e0 <=> 	
EX_cpd01030_e0	EX_Salicin_e0	cpd01030_e0 --> 	
EX_cpd00635_e0	EX_Cbl_e0	cpd00635_e0 --> 	
EX_cpd00082_e0	EX_D_Fructose_e0	cpd00082_e0 --> 	
EX_cpd00023_e0	EX_L_Glutamate_e0	cpd00023_e0 --> 	
EX_cpd00058_e0	EX_Cu2_plus__e0	cpd00058_e0 <=> 	
EX_cpd00314_e0	EX_D_Mannitol_e0	cpd00314_e0 --> 	
EX_cpd00013_e0	EX_NH3_e0	cpd00013_e0 <=> 	
EX_cpd00064_e0	EX_Ornithine_e0	cpd00064_e0 --> 	
EX_cpd00100_e0	EX_Glycerol_e0	cpd00100_e0 --> 	
EX_cpd00034_e0	EX_Zn2_plus__e0	cpd00034_e0 <=> 	
EX_cpd00119_e0	EX_L_Histidine_e0	cpd00119_e0 --> 	
EX_cpd01171_e0	EX_Dulcose_e0	cpd01171_e0 --> 	
EX_cpd00264_e0	EX_Spermidine_e0	cpd00264_e0 <=> 	
EX_cpd00644_e0	EX_PAN_e0	cpd00644_e0 --> 	
EX_cpd00122_e0	EX_N_Acetyl_D_glucosamine_e0	cpd00122_e0 --> 	
EX_cpd03696_e0	EX_Ursin_e0	cpd03696_e0 --> 	
EX_cpd00309_e0	EX_XAN_e0	cpd00309_e0 --> 	
EX_cpd03343_e0	EX_Phenylpropanoate_e0	cpd03343_e0 --> 	
EX_cpd00137_e0	EX_Citrate_e0	cpd00137_e0 --> 	
EX_cpd10516_e0	EX_fe3_e0	cpd10516_e0 <=> 	
EX_cpd00117_e0	EX_D_Alanine_e0	cpd00117_e0 --> 	
EX_cpd00041_e0	EX_L_Aspartate_e0	cpd00041_e0 --> 	
EX_cpd00254_e0	EX_Mg_e0	cpd00254_e0 <=> 	
EX_cpd02701_c0	EX_S_Adenosyl_4_methylthio_2_oxobutanoate_c0	cpd02701_c0 <=> 	
EX_cpd00009_e0	EX_Phosphate_e0	cpd00009_e0 <=> 	
EX_cpd00048_e0	EX_Sulfate_e0	cpd00048_e0 <=> 	
EX_cpd00149_e0	EX_Co2_plus__e0	cpd00149_e0 <=> 	
EX_cpd00531_e0	EX_Hg2_plus__e0	cpd00531_e0 <=> 	
EX_cpd00027_e0	EX_D_Glucose_e0	cpd00027_e0 <-- 	
EX_cpd00794_e0	EX_TRHL_e0	cpd00794_e0 --> 	
EX_cpd01329_e0	EX_Maltohexaose_e0	cpd01329_e0 --> 	
EX_cpd00007_e0	EX_O2_e0	cpd00007_e0 <=> 	
EX_cpd00092_e0	EX_Uracil_e0	cpd00092_e0 --> 	
EX_cpd00039_e0	EX_L_Lysine_e0	cpd00039_e0 --> 	
EX_cpd00011_e0	EX_CO2_e0	cpd00011_e0 <=> 	
EX_cpd11416_c0	EX_Biomass_c0	cpd11416_c0 <=> 	
EX_cpd00107_e0	EX_L_Leucine_e0	cpd00107_e0 --> 	
EX_cpd00393_e0	EX_Folate_e0	cpd00393_e0 <=> 	
EX_cpd00205_e0	EX_K_plus__e0	cpd00205_e0 <=> 	
EX_cpd00063_e0	EX_Ca2_plus__e0	cpd00063_e0 <=> 	
EX_cpd00030_e0	EX_Mn2_plus__e0	cpd00030_e0 <=> 	
EX_cpd00099_e0	EX_Cl__e0	cpd00099_e0 <=> 	
rxn03408_c0	UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase	cpd00037_c0 + cpd03494_c0 <=> cpd00014_c0 + cpd03495_c0	6666666.653812.peg.4670;
rxn01673_c0	ATP:dCDP phosphotransferase	cpd00002_c0 + cpd00533_c0 <=> cpd00008_c0 + cpd00356_c0	6666666.653812.peg.1788;
rxn05457_c0	[Acyl-carrier-protein] acetyltransferase	cpd00010_c0 + cpd11466_c0 <=> cpd01695_c0 + cpd11493_c0	6666666.653812.peg.1812;
rxn05392_c0	7-methyl-octanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	cpd11492_c0 + cpd11528_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11529_c0	6666666.653812.peg.2989;6666666.653812.peg.1904;
rxn01358_c0	inosine:phosphate alpha-D-ribosyltransferase	cpd00009_c0 + cpd00246_c0 <=> cpd00226_c0 + cpd00475_c0	6666666.653812.peg.538;
rxn09240_c0	Sulfate adenyltransferase	cpd00001_c0 + cpd00002_c0 + cpd00038_c0 + cpd00048_c0 --> cpd00009_c0 + cpd00012_c0 + cpd00031_c0 + cpd00067_c0 + cpd00193_c0	6666666.653812.peg.4566;
rxn00800_c0	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)	cpd02375_c0 <=> cpd00018_c0 + cpd00106_c0	6666666.653812.peg.4636;
rxn00730_c0	Malonyl-CoA:anthranilate N-malonyltransferase	cpd00070_c0 + cpd00093_c0 <=> cpd00010_c0 + cpd02014_c0	6666666.653812.peg.2580;
rxn03456_c0	cyclohexane-1,2-dione acylhydrolase (decyclizing)	cpd00067_c0 + cpd03640_c0 <=> cpd00001_c0 + cpd03643_c0	6666666.653812.peg.3657;
rxn04996_c0	dimethyallyl diphosphate:NADP+ oxidoreductase	cpd00005_c0 + cpd00067_c0 + cpd08615_c0 --> cpd00001_c0 + cpd00006_c0 + cpd00202_c0	6666666.653812.peg.3732;
rxn10262_c0	isopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase	cpd00080_c0 + cpd15686_c0 <=> cpd00046_c0 + cpd15719_c0	6666666.653812.peg.2401;
rxn05400_c0	11-methyl-dodecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	cpd11492_c0 + cpd11536_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11537_c0	
rxn10228_c0	isotetradecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase	cpd00054_c0 + cpd15685_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15691_c0	6666666.653812.peg.4873;
rxn00678_c0	(S)-2-Methyl-3-oxopropanoyl-CoA:pyruvate carboxyltransferase	cpd00020_c0 + cpd00519_c0 <=> cpd00032_c0 + cpd00086_c0	6666666.653812.peg.2623;
rxn00710_c0	orotidine-5'-phosphate carboxy-lyase (UMP-forming)	cpd00067_c0 + cpd00810_c0 --> cpd00011_c0 + cpd00091_c0	6666666.653812.peg.61;
rxn00910_c0	5-methyltetrahydrofolate:NADP+ oxidoreductase	cpd00006_c0 + cpd00345_c0 <-- cpd00005_c0 + cpd00067_c0 + cpd00125_c0	6666666.653812.peg.2378;
rxn01682_c0	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase	cpd02210_c0 <=> cpd00102_c0 + cpd00359_c0	6666666.653812.peg.3924;6666666.653812.peg.341;6666666.653812.peg.3942;
rxn01604_c0	Formate:dihydrofolate ligase (ADP-forming)	cpd00002_c0 + cpd00047_c0 + cpd00330_c0 <=> cpd00008_c0 + cpd00009_c0 + cpd02046_c0	6666666.653812.peg.4341;
rxn08308_c0	CDP-diacylglycerol synthetase (n-C14:1)	cpd00052_c0 + cpd15523_c0 <=> cpd00012_c0 + cpd00067_c0 + cpd15422_c0	6666666.653812.peg.3020;6666666.653812.peg.4135;
rxn03248_c0	Hexanoyl-CoA:acetyl-CoA C-acyltransferase	cpd00022_c0 + cpd03124_c0 <=> cpd00010_c0 + cpd03121_c0	6666666.653812.peg.5004;6666666.653812.peg.2992;
rxn09206_c0	Phosphatidylserine syntase (n-C14:0)	cpd00054_c0 + cpd15423_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15553_c0	6666666.653812.peg.4873;
rxn00902_c0	acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	cpd00001_c0 + cpd00022_c0 + cpd00123_c0 --> cpd00010_c0 + cpd00067_c0 + cpd01646_c0	6666666.653812.peg.4175;
rxn01974_c0	LL-2,6-Diaminoheptanedioate 2-epimerase	cpd00504_c0 <=> cpd00516_c0	6666666.653812.peg.407;
rxn01635_c0	1-Pyrroline-4-hydroxy-2-carboxylate aminohydrolase (decyclizing)	cpd00013_c0 + cpd00340_c0 --> cpd00001_c0 + cpd00067_c0 + cpd02626_c0	6666666.653812.peg.1592;
rxn00225_c0	ATP:acetate phosphotransferase	cpd00002_c0 + cpd00029_c0 --> cpd00008_c0 + cpd00196_c0	6666666.653812.peg.4366;
rxn00148_c0	ATP:pyruvate 2-O-phosphotransferase	cpd00002_c0 + cpd00020_c0 <=> cpd00008_c0 + cpd00061_c0 + cpd00067_c0	6666666.653812.peg.2335;
rxn05319_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH	cpd00001_c0 --> cpd00001_e0	
rxn02264_c0	Hydroxymethylbilane hydro-lyase(cyclizing)	cpd00755_c0 <=> cpd00001_c0 + cpd00774_c0	6666666.653812.peg.2047;
rxn01451_c0	(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase	cpd00003_c0 + cpd00842_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00279_c0	6666666.653812.peg.203;
rxn02212_c0	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)	cpd02857_c0 --> cpd00009_c0 + cpd00699_c0	6666666.653812.peg.1321;
rxn10481_c0	Copper transport via ABC system	cpd00001_c0 + cpd00002_c0 + cpd00058_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00058_c0 + cpd00067_c0	6666666.653812.peg.534;6666666.653812.peg.214;6666666.653812.peg.1884;6666666.653812.peg.3396;6666666.653812.peg.3394;6666666.653812.peg.2403;
rxn00802_c0	2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)	cpd02152_c0 <=> cpd00051_c0 + cpd00106_c0	666666.653812.peg.2074;
rxn01825_c0	Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)	cpd00007_c0 + cpd00426_c0 <=> cpd00067_c0 + cpd00763_c0	6666666.653812.peg.938;6666666.653812.peg.3656;
rxn00178_c0	Acetyl-CoA:acetyl-CoA C-acetyltransferase	2.0 cpd00022_c0 <=> cpd00010_c0 + cpd00279_c0	6666666.653812.peg.5004;6666666.653812.peg.2992;
rxn03951_c0	NAD-dependent threonine 4-phosphate dehydrogenase	cpd00003_c0 + cpd03607_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd04539_c0	6666666.653812.peg.922;
